CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8130","MATH 247","2","Intro Ordinary Differential Eq","3","  LLFM","Lec","TR","1330-1445","LUTR 269","Panayotova, Iordanka","16","Open",
"8131","MATH 250","1","Multivariable Calculus","3","  LLFM","Lec","MWF","1000-1050","LUTR 376","Kelly, James","7","Open",
"8132","MATH 260","1","Linear Algebra","3","  LLFM","Lec","MWF","1200-1250","LUTR 376","Perry, James","3","Open",
"8133","MATH 301","1","WI: Writing in Mathematics","1","  LLFM  WI","Lec","W","1300-1350","LUTR 352","Kelly, Jessica","0","Closed",
"8134","MATH 301","2","WI: Writing in Mathematics","1","  LLFM  WI","Lec","W","1400-1450","LUTR 352","Kelly, Jessica","2","Open",
"8135","MATH 335","1","Applied Probability","3","  LLFM","Lec","MWF","0800-0850","LUTR 121","Kelly, Jessica","7","Open",
"8136","MATH 360","1","Real Analysis I","3","  LLFM","Lec","MWF","1000-1050","LUTR 142","Kennedy, Christopher","18","Open",
"8137","MATH 365","1","Topology","3","  LLFM","Lec","TR","1100-1215","LUTR 352","Kelly, James","13","Open",
"8138","MATH 370","1","Modern Algebra I","3","  LLFM","Lec","MWF","1200-1250","LUTR 142","Samuels, Charles","13","Open",
"8139","MATH 390","1","Operations Research","3","  LLFM","Lec","TR","0930-1045","LUTR 242","Carpenter, Ryan","9","Open",
"9329","MATH 499","1","IND ST: Advance Ops Research","3","  LLFM","Ind","","","ARR ","Carpenter, Ryan","0","Closed",
"9362","MATH 499","2","IND ST: Termination Iteration","2","  LLFM","Ind","","","ARR ","Perry, James","0","Closed",
"9367","MATH 499","3","IND ST: Except Polynomials","1","  LLFM","Ind","","","ARR ","Kelly, Jessica","0","Closed",
"9372","MATH 499","4","IND ST: Modeling of Climate","1","  LLFM","Ind","","","ARR ","Panayotova, Iordanka","0","Closed",
"8141","MATH 570","1","Teaching of Elementary Math","3","  LLFM","Lec","M","1600-1845","LUTR 352","Lenhart, Sara","3","Open",
"8142","MATH 570","2","Teaching of Elementary Math","3","  LLFM","Lec","M","1900-2145","LUTR 352","Lenhart, Sara","1","Open",
"8921","MGMT 400","1","Human Resource Management","3","","Lec","MWF","0900-0950","LUTR 269","Fournet, Ashley","2","Open",
"8922","MGMT 400","2","Human Resource Management","3","","Lec","MWF","1000-1050","LUTR 269","Fournet, Ashley","0","Closed",
"8923","MGMT 410","1","Supply Chain Management","3","","Lec","MWF","1400-1450","LUTR 105","Shaltayev, Dmitriy","1","Open",
"8924","MGMT 410","2","Supply Chain Management","3","","Lec","MWF","1300-1350","LUTR 105","Shaltayev, Dmitriy","0","Closed",
"8920","MGMT 491","1","WI: Senior Sem in Management","3","  WI","Lec","TR","1330-1445","MCM 200D","Donaldson, William","3","Open",
"9252","MKTG 310","1","Consumer Behavior","3","","Ind","","","ARR ","Kim, Dae-Hee","0","Closed",
"8928","MKTG 330","1","WI:Digital Marketing","3","  WI","Lec","TR","0930-1045","MCM 110","Hettche, Matthew","4","Open",
"8932","MKTG 455","1","Marketing Analytics","3","","Lec","TR","1330-1445","LUTR 264","Kim, Shinhye","0","Closed",
"8933","MKTG 455","2","Marketing Analytics","3","","Lec","TR","1100-1215","MCM 200D","Kim, Shinhye","0","Closed",
"8929","MKTG 460","1","Integrated Marketing Communic","3","","Lec","TR","1630-1745","LUTR 109","Kim, Dae-Hee","0","Closed",
"8931","MKTG 460","2","Integrated Marketing Communic","3","","Lec","TR","1800-1915","LUTR 109","Kim, Dae-Hee","0","Closed",
"9356","MKTG 499","1","IND ST: AI Content Analysis","3","","Ind","","","ARR ","Hettche, Matthew","0","Closed",
"8963","MLAN 207","1R","International Cinema","3","  AICE","Lec","TR","1330-1445","MCM 160","Gordon, Rocio","0","Closed",
"8964","MLAN 220","1R","Gender in the Arab World","3","  AIGM","Lec","MWF","1400-1450","MCM 212","Obeid, Diana","2","Open",
"8965","MLAN 490","1","WI: Capstone Crse-Modern Lang","3","  WI","Lec","MWF","1300-1350","MCM 200D","Finley, Sarah","11","Open",
"8966","MLAN 511","1","Advanced Strategies in TESOL","3","","Lec","M","1600-1845","MCM 316","Grau, Michelle","10","Open",
"8991","MLSC 101","1R","Leadership/Personal Developmen","2","","Lec","TR","1100-1215","FERG 201","Billmann, Patrick; Bornhoeft, John; Hoffmann, Jerad; Futscher, Andrew","5","Open",
"8992","MLSC 101L","1R","Leadership Lab","1","","Lab","T","1500-1715","ARR ","Billmann, Patrick; Bornhoeft, John; Hoffmann, Jerad; Futscher, Andrew","5","Open",
"8993","MLSC 201","1","Innovative Team Leadership","2","","Lec","TR","0930-1045","MCM 112","Hoffmann, Jerad; Gosselin, Jonathan; Bornhoeft, John; Futscher, Andrew","20","Open",
"8994","MLSC 201L","1","Leadership Lab","1","","Lab","T","1500-1715","ARR ","Hoffmann, Jerad; Gosselin, Jonathan; Bornhoeft, John; Futscher, Andrew","20","Open",
"8995","MLSC 301","1","Adaptive Team Leadership","3","","Lec","TR","0800-0915","MCM 112","Bornhoeft, John; Gosselin, Jonathan; Hoffmann, Jerad; Futscher, Andrew","14","Open",
"9199","MLSC 301","2","Adaptive Team Leadership","3","","Ind","","","ARR ","Gosselin, Jonathan; Bornhoeft, John; Futscher, Andrew","0","Closed",
"8996","MLSC 301L","1","Leadership Lab","1","","Lab","T","1500-1715","ARR ","Bornhoeft, John; Hoffmann, Jerad; Futscher, Andrew","12","Open",
"8997","MLSC 401","1","Developing Adaptive Leaders","3","","Lec","TR","1330-1445","MCM 112","Billmann, Patrick; Bornhoeft, John; Hoffmann, Jerad; Futscher, Andrew","14","Open",
"9363","MLSC 401","2","IND ST:Devlping Adptive Leders","3","","Ind","","","ARR ","Hoffmann, Jerad","0","Closed",
"8998","MLSC 401L","1","Leadership Lab","1","","Lab","T","1500-1715","ARR ","Billmann, Patrick; Bornhoeft, John; Hoffmann, Jerad; Futscher, Andrew","17","Open",
"9284","MLSC 401L","2","IND ST: Leadership Lab","1","","Ind","","","ARR ","Futscher, Andrew","0","Closed",
"9058","MUSC 012","1M","Performance Attendance","0","","Fie","","","ARR ","Reimer, Mark","41","Open",
"9059","MUSC 014","1","Clarinet Masterclass","0","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"9069","MUSC 014","11","Woodwinds Masterclass","0","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9070","MUSC 014","12","Flute Masterclass","0","","Lab","","","ARR ","Winters, Kathleen","0","Closed",
"9071","MUSC 014","13","Woodwinds Masterclass","0","","Lab","","","ARR ","Savige, David","0","Closed",
"9072","MUSC 014","14","Music Theater Voic Masterclass","0","","Lab","T","1230-1320","FERG R118","Carpenter, Douglas","0","Closed",
"9074","MUSC 014","16","Brass Masterclass","0","","Lab","W","1200-1250","FERG R106","Rossum, Kelly","0","Closed",
"9061","MUSC 014","3","Composition Masterclass","0","","Lab","W","1200-1250","FERG 213","Kim, Seung-Hye","0","Closed",
"9063","MUSC 014","5","Percussion Masterclass","0","","Lab","","","ARR ","Amman, Scott","0","Closed",
"9064","MUSC 014","6","Piano Masterclass","0","","Lab","R","1230-1320","FERG R118","Corbin, Benjamin","0","Closed",
"9065","MUSC 014","7","Strings Masterclass","0","","Lab","","","ARR ","Phillips, Rebecca","0","Closed",
"9067","MUSC 014","9","Voice Masterclass","0","","Lab","","","ARR ","McGuire, John","0","Closed",
"9025","MUSC 100","1","University Chorale","1","  AICE","Lab","TR","1630-1745","FERG R118","Irving, John","20","Open",
"9026","MUSC 101","1","Wind Ensemble","1","  AICE","Lab","TR","1630-1820","FERG R106","Reimer, Mark","23","Open",
"9027","MUSC 102","1","University Orchestra","1","  AICE","Lab","TR","1700-1820","FERG A183","Cook, Richard","41","Open",
"9028","MUSC 103","1","Jazz Ensemble","1","  AICE","Lab","MWF","1300-1350","FERG R106","Rossum, Kelly","2","Open",
"9075","MUSC 104","1","Chamber Ensemble","1","","Lab","","","ARR ","Corbin, Benjamin","14","Open",
"9076","MUSC 104","2","Chamber Ensemble","1","","Lab","MF","1200-1250","FERG 213","Tfirn, Maxwell","5","Open",
"9029","MUSC 105","1","Chamber Choir","1","  AICE","Lab","MWF","1300-1430","FERG R118","Irving, John","0","Closed",
"9030","MUSC 107","1","Opera CNU","1","","Lab","MWF","1500-1700","FERG A183","McGuire, John","0","Closed",
"9031","MUSC 108","1","Jazz Combo","1","","Lab","MWF","1400-1450","FERG R106","Rossum, Kelly","15","Open",
"9032","MUSC 112","1","Marching Band","1","  AICE","Lab","MWF","1600-1750","FERG R106","Johnson, Mark","67","Open",
"9033","MUSC 115","1C","Keyboard Skills I","1","","Lab","TR","1100-1215","FERG 213","Tomassetti, Elizabeth","0","Closed",
"9034","MUSC 115","2","Keyboard Skills I","1","","Lab","TR","0930-1045","FERG 213","Tomassetti, Elizabeth","4","Open",
"9344","MUSC 120","1","Saxophone Ensemble","1","","Lab","","","ARR ","Drefke, Kenneth","0","Closed",
"9035","MUSC 124","1","Percussion Ensemble","1","","Lab","MWF","1500-1550","FERG R106","Amman, Scott","1","Open",
"9036","MUSC 125","1","Elementary Improv Skills I","1","","Lab","MWF","0800-0850","FERG A183","Sully, Ballard","3","Open",
"9077","MUSC 127","1","Ensemble Accompanying","1","","Lab","","","ARR ","Corbin, Benjamin","17","Open",
"9037","MUSC 135","1","Music Fundamentals","1","","Lec","M","1100-1150","FERG 207","Drefke, Kenneth","1","Open",
"9038","MUSC 138","1","Elmntry Keybrd Skills: Musc Th","1","","Lab","TR","1500-1615","FERG 213","Kim, Seung-Hye","6","Open",
"9039","MUSC 143","1","Aural Skills I: Music Theatre","1","","Lab","TR","1100-1215","FERG 208","Cook, Carol","16","Open",
"9040","MUSC 200","1","Music Technology","1","","Lec","MWF","1400-1450","FERG 213","Tfirn, Maxwell","1","Open",
"9041","MUSC 209","1C","Aural Skills I","1","","Lab","TR","0930-1045","FERG 210","Hamm, Chelsey","6","Open",
"9042","MUSC 209","2","Aural Skills I","1","","Lab","TR","1100-1215","FERG 210","Hamm, Chelsey","11","Open",
"9043","MUSC 211","1M","Music Theory I","3","","Lec","MWF","1000-1050","FERG 210","Hamm, Chelsey","4","Open",
"9044","MUSC 214","1","Jazz History &amp; Literature","3","  AICE","Lec","TR","1330-1445","FERG R118","Rossum, Kelly","0","Closed",
"9045","MUSC 215","1","Keyboard Skills III","1","","Lab","TR","0800-0915","FERG 213","Tomassetti, Elizabeth","6","Open",
"9185","MUSC 215","2","Keyboard Skills III","1","","Lab","TR","1330-1445","FERG 213","Kim, Seung-Hye","6","Open",
"9046","MUSC 220","1","Brass Instrument Techniques","1","","Lab","TR","1330-1445","FERG A183","Johnson, Mark","12","Open",
"9047","MUSC 240","1","Percussion Techniques","1","","Lab","MWF","0900-0950","FERG R106","Amman, Scott","11","Open",
"9048","MUSC 260","1","Voice Techniques","1","","Lab","MWF","1100-1150","FERG R118","Irving, John","10","Open",
"9049","MUSC 265","1","Foreign Language Diction I","1","","Lec","MWF","1100-1150","FERG A183","Holland, Rachel","14","Open",
"9050","MUSC 303","1","History of Western Music I","3","","Lec","TR","1100-1215","FERG 221","Levine, Michael","2","Open",
"9051","MUSC 305","1","History of Western Music III","3","","Lec","TR","1500-1615","FERG 207","Levine, Michael","11","Open",
"9052","MUSC 309","1","Aural Skills III","1","","Lab","TR","1330-1445","FERG 210","Cook, Carol","9","Open",
"9186","MUSC 309","2","Aural Skills III","1","","Lab","TR","0930-1045","FERG 207","Cook, Carol","11","Open",
"9053","MUSC 311","1","Music Theory III","3","","Lec","MWF","0900-0950","FERG 210","Hamm, Chelsey","5","Open",
"9054","MUSC 315","1","Aesthtcs &amp; Techniqs Music Tech","3","  AICE","Lec","MWF","1100-1150","FERG 213","Tfirn, Maxwell","1","Open",
"9055","MUSC 316","1","Princ Instrumental Conducting","3","","Lec","MWF","1000-1050","FERG A183","Reimer, Mark","13","Open",
"9056","MUSC 337","1","WI:Music in Elementary Schools","3","  WI","Lec","TR","1100-1215","FERG A182","Ankney, Kimberly","13","Open",
"9164","MUSC 390","1","WI: Cuban Popular Music","3","  AIGM  WI","Lec","MWF","1100-1150","FERG 210","Levine, Michael","13","Open",
"9057","MUSC 415","1","Orchestration","1","","Lec","R","0930-1045","FERG A183","Kim, Seung-Hye","13","Open",
"9078","MUSC 492","1","Music Capstone Project","3","","Lab","","","ARR ","Levine, Michael","0","Closed",
"9377","MUSC 499","1","IND ST: Jazz Trump Performance","1","","Ind","","","ARR ","Rossum, Kelly","0","Closed",
"9378","MUSC 499","2","IND ST: Musc Busn &amp; Entrepren","2","","Ind","","","ARR ","Rossum, Kelly","0","Closed",
"8980","MUSC 510","1","Foundations of Music Education","3","","Lec","TR","1330-1445","FERG A182","Ankney, Kimberly","12","Open",
"8981","MUSC 520","1","Choral Literature &amp; Conducting","3","","Lec","TR","1500-1615","FERG R118","Irving, John","16","Open",
"8983","MUSC 545","1","Contemporary Skills &amp; Issues","3","","Lec","M","1730-2015","FERG A182","Ankney, Kimberly","15","Open",
"8984","MUSC 580","1","Jazz Ensemble Techniques","1","","Lec","T","1100-1215","FERG R106","Rossum, Kelly","15","Open",
"8790","NEUR 201","1","Introduction of Neuroscience","3","","Lec","MWF","1400-1450","FORBES 2070D","Salazar, Anna","37","Open",
"8784","NEUR 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","0","Closed",
"8785","NEUR 301","1","WI: Research Mthds Neuroscienc","4","  WI","Lec","TR","1100-1215","FORBES 2002","Fernandez, Gina","9","Open",
"8786","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","T","1330-1615","FORBES 2002","Fernandez, Gina","9","Open",
"8792","NEUR 305","1","Neurobiology","3","","Lec","MWF","1200-1250","FORBES 2070D","Mitrano, Darlene","39","Open",
"8787","NEUR 316","1","Brain and Cognition","3","","Lec","TR","0930-1045","FORBES 2070A","Ashburn, Sikoya","11","Open",
"8788","NEUR 316","2","Brain and Cognition","3","","Lec","MWF","1000-1050","FORBES 2074","Rollins, Leslie","5","Open",
"8793","NEUR 430","1","Neurobiology of Addiction","3","","Lec","MWF","0900-0950","FORBES 2070D","Mitrano, Darlene","1","Open",
"8794","NEUR 490","1","WI:Senior Sem in Neuroscience","3","  WI","Lec","TR","1330-1445","FORBES 2088","Burket, Jessica","1","Open",
"9325","NEUR 499","1","IND ST: Neuromolc Technq","3","","Ind","","","ARR ","Burket, Jessica; Mitrano, Darlene","0","Closed",
"9349","NEUR 499","2","IND ST: Behavioral Eval","1","","Ind","","","ARR ","Burket, Jessica","0","Closed",
"9354","NEUR 499","3","IND ST: Neuroscience of Memory","2","","Ind","","","ARR ","Campolattaro, Matthew","0","Closed",
"9357","NEUR 499","4","IND ST: Dendritic Spine Analys","3","","Ind","","","ARR ","Fernandez, Gina","0","Closed",
"8946","PCSE 503","1","Data Acquisition","3","","Lec","MWF","1000-1050","LUTR 204","Brash, Edward","2","Open",
"8967","PCSE 699","1","Thesis Research","1 - 9","","Ind","M","1200-1250","LUTR 322","Monaghan, Peter","10","Open",
"9226","PERC 233","1","Applied Music: Percussion","2","","Lab","","","ARR ","Amman, Scott","0","Closed",
"9228","PERC 433","1","Applied Music: Percussion","2","","Lab","","","ARR ","Amman, Scott","0","Closed",
"8703","PHIL 101","3R","Critical Thinking I","3","  LLFR","Lec","MWF","1000-1050","MCM 357","Hutchinson, Dawn","0","Closed",
"9131","PHIL 101","4R","Critical Thinking I","3","  LLFR","Lec","MW","1930-2045","MCM 160","Barber, Carey","0","Closed",
"8704","PHIL 201","1M","Ancient and Medieval Phil","3","  AIGM","Lec","TR","0930-1045","TFAC 205","Davidson, James","0","Closed",
"8705","PHIL 201","2R","Ancient and Medieval Phil","3","  AIGM","Lec","MW","1800-1915","MCM 362","Nattania, Anthony","1","Open",
"8706","PHIL 201","3C","Ancient and Medieval Phil","3","  AIGM","Lec","MW","1930-2045","MCM 362","Nattania, Anthony","1","Open",
"8707","PHIL 202","1M","Modern Philosophy","3","  AIWT","Lec","MW","1600-1715","MCM 160","Strehle, Stephen","0","Closed",
"8708","PHIL 202","2M","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","MCM 262","Strehle, Stephen","3","Open",
"9129","PHIL 203","1C","19th/20th Century Philosophy","3","  AIWT","Lec","MWF","1400-1450","MCM 160","Balay, Joey","0","Closed",
"9130","PHIL 203","2R","19th/20th Century Philosophy","3","  AIWT","Lec","MWF","1500-1550","MCM 160","Balay, Joey","0","Closed",
"8709","PHIL 205","1M","The Anatomy of Thought","3","  LLFR","Lec","TR","1500-1615","MCM 262","Homan, Matthew","0","Closed",
"8710","PHIL 205","2M","The Anatomy of Thought","3","  LLFR","Lec","TR","1630-1745","MCM 262","Homan, Matthew","2","Open",
"8711","PHIL 207","1M","Ethical Issues in Business","3","  LLFR","Lec","TR","1100-1215","MCM 216","Tweedt, Christopher","0","Closed",
"8712","PHIL 207","2M","Ethical Issues in Business","3","  LLFR","Lec","TR","0930-1045","MCM 216","Tweedt, Christopher","0","Closed",
"8713","PHIL 207","3M","Ethical Issues in Business","3","  LLFR","Lec","MWF","0800-0850","LUTR 170","Curtis, Margaret","0","Closed",
"8714","PHIL 207","4M","Ethical Issues in Business","3","  LLFR","Lec","MWF","0900-0950","LUTR 170","Curtis, Margaret","0","Closed",
"8715","PHIL 207","5M","Ethical Issues in Business","3","  LLFR","Lec","MW","2100-2215","MCM 362","Nattania, Anthony","1","Open",
"8716","PHIL 215","1R","Philosophy and Literature","3","  AIWT","Lec","TR","1100-1215","TRIB 1213","Hutchinson, Dawn","2","Open",
"8717","PHIL 307","1","Current Trends in Mod Thought","3","","Lec","TR","1330-1445","MCM 200C","Homan, Matthew","1","Open",
"8718","PHIL 321","1","WI:Legal Reasoning","3","  WI","Lec","R","1800-2045","MCM 200C","Atkins, Justin","7","Open",
"8719","PHIL 376","1","Environmental Ethics","3","","Lec","MWF","1300-1350","MCM 364","Balay, Joey","1","Open",
"8721","PHIL 384","2","Medical Ethics","3","  AIWT","Lec","TR","1500-1615","MCM 310","Tweedt, Christopher","0","Closed",
"8722","PHIL 425","1","Constitutional Theory","3","","Lec","TR","0930-1045","TRIB 1213","Underwood, Lori","8","Open",
"8723","PHIL 451","1","The Great Philosophers","3","","Lec","W","1800-2045","MCM 257","Redick, Kip","4","Open",
"8724","PHIL 490","1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","MCM 200C","Hutchinson, Dawn","6","Open",
"8518","PHYS 105L","ON1","Elementary Physics Lab","1","  AINW","Lab","","","ASY ","McElhenny, Caroline","4","Open",
"8519","PHYS 105L","ON2","Elementary Physics Lab","1","  AINW","Lab","","","ASY ","McElhenny, Caroline","1","Open",
"8520","PHYS 141","1M","How Things Work","3","  AINW","Lec","TR","0930-1045","LUTR 170","Cole, Leon","2","Open",
"8521","PHYS 144","1M","Astronomy","3","  AINW","Lec","TR","1500-1615","FORBES 2070E","McElhenny, Caroline","0","Closed",
"8522","PHYS 151","1","College Physics I","3","  AINW","Lec","MW","1800-1915","LUTR 121","McHugh, Martin","30","Open",
"8523","PHYS 151","2","College Physics I","3","  AINW","Lec","TR","1100-1215","LUTR 121","Fisher, Ryan","1","Open",
"8524","PHYS 151","3","College Physics I","3","  AINW","Lec","TR","1500-1615","LUTR 269","Gerousis, Costa","4","Open",
"8525","PHYS 151L","1","College Physics I Laboratory","1","  AINW","Lab","W","1800-2045","LUTR 306","DeYoung, Russell","9","Open",
"8526","PHYS 151L","2","College Physics I Laboratory","1","  AINW","Lab","W","1430-1715","LUTR 306","McElhenny, Caroline","1","Open",
"8527","PHYS 151L","3","College Physics I Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 306","Ray, Brian","4","Open",
"8528","PHYS 151L","4","College Physics I Laboratory","1","  AINW","Lab","R","1330-1615","LUTR 306","Fisher, Ryan","0","Closed",
"8529","PHYS 151L","5","College Physics I Laboratory","1","  AINW","Lab","W","1100-1345","LUTR 306","Fisher, Ryan; Johns, Grace","11","Open",
"8530","PHYS 151L","6","College Physics I Laboratory","1","  AINW","Lab","R","0800-1045","LUTR 306","Brass, Eric","16","Open",
"8531","PHYS 151L","7","College Physics I Laboratory","1","  AINW","Lab","W","0800-1045","LUTR 306","Brass, Eric","22","Open",
"8532","PHYS 152","1","College Physics II","3","  AINW","Lec","MWF","1100-1150","LUTR 242","Cole, Leon","1","Open",
"9183","PHYS 152L","1","College Physics II Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 306","DeYoung, Russell","4","Open",
"8533","PHYS 201","1R","University Physics I","3","  AINW","Lec","TR","1630-1745","LUTR 322","Gore, David","0","Closed",
"8534","PHYS 201","2M","University Physics I","3","  AINW","Lec","MWF","1000-1050","LUTR 322","Heddle, David","1","Open",
"8535","PHYS 201","3R","University Physics I","3","  AINW","Lec","MWF","1100-1150","LUTR 322","McElhenny, Caroline","1","Open",
"8536","PHYS 201L","1M","University Physics I Lab","1","  AINW","Lab","M","1430-1715","LUTR 310","Cole, Leon","3","Open",
"8537","PHYS 201L","2R","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 310","Wilde, Scott","1","Open",
"8538","PHYS 201L","3R","University Physics I Lab","1","  AINW","Lab","T","1800-2045","LUTR 310","Wilde, Scott","1","Open",
"8539","PHYS 202","1","University Physics II","3","  AINW","Lec","MWF","0800-0850","LUTR 264","Cole, Leon","6","Open",
"9184","PHYS 202L","1","University Physics II Lab","1","  AINW","Lab","R","1800-2045","LUTR 310","Marinaro, Ralph","6","Open",
"8540","PHYS 303","1","University Physics III","3","","Lec","MWF","1300-1350","LUTR 137","Heddle, David","4","Open",
"8541","PHYS 304","1","Electrostatics","3","","Lec","TR","0930-1045","LUTR 323","Monaghan, Peter","3","Open",
"8542","PHYS 341","1","Design of Experiments","3","","Lec","MWF","0900-0950","LUTR 121","Gore, David","4","Open",
"8543","PHYS 351","1","Modern Physics","3","","Lec","MWF","1100-1150","MCM 212","Accardi, Alberto","13","Open",
"8544","PHYS 421","1","System Design Lab-Data Acqistn","3","","Lec","MWF","1000-1050","LUTR 204","Brash, Edward","13","Open",
"8545","PHYS 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","W","1300-1415","ARR ","Gore, David","10","Open",
"9255","PIAN 131","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9230","PIAN 231","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9379","PIAN 233","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9231","PIAN 331","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9232","PIAN 433","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"8985","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","28","Open",
"8986","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","58","Open",
"8987","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","65","Open",
"8988","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","75","Open",
"8394","POLS 100","1","Political Thought and Society","3","  AIWT","Lec","MWF","1000-1050","LUTR 170","Busch, Nathan","0","Closed",
"8395","POLS 100","2","Political Thought and Society","3","  AIWT","Lec","MWF","1100-1150","LUTR 347","Busch, Nathan","1","Open",
"8396","POLS 100","3","Political Thought and Society","3","  AIWT","Lec","T","1800-2045","MCM 160","Caballero, Sandra","1","Open",
"8397","POLS 101","1M","Power and Politics in America","3","  AIDE","Lec","MWF","1000-1050","MCM 101","Barnello, Michelle","0","Closed",
"8398","POLS 101","2","Power and Politics in America","3","  AIDE","Lec","MWF","1100-1150","MCM 164","Lynerd, Benjamin","0","Closed",
"8399","POLS 101","3C","Power and Politics in America","3","  AIDE","Lec","MWF","1200-1250","MCM 164","Lynerd, Benjamin","0","Closed",
"8400","POLS 101","4C","Power and Politics in America","3","  AIDE","Lec","TR","1100-1215","MCM 312","Bromley-Trujillo, Rebecca","0","Closed",
"8402","POLS 202","1","State and Local Government","3","","Lec","R","1800-2045","MCM 212","Reiske, William","0","Closed",
"8403","POLS 215","1","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","MWF","1000-1050","MCM 257","Chouhoud, Youssef","1","Open",
"8404","POLS 215","2","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","MWF","1200-1250","MCM 357","Chouhoud, Youssef","0","Closed",
"8405","POLS 215","3","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","MW","1600-1715","MCM 357","Sun, Taiyi","0","Closed",
"9316","POLS 215","4","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","TR","1630-1745","MCM 207","Bennett, Mouse","3","Open",
"8406","POLS 215","4C","Comprtv &amp; Intnl Politics","3","  AIGM","Lec","W","1800-2045","MCM 162","Sun, Taiyi","0","Closed",
"8407","POLS 240","1","The Sprme Court in Amer Politi","3","  AIDE","Lec","TR","1800-1915","MCM 310","Campolongo, John","1","Open",
"8408","POLS 317","1","Civil Rights and Liberties","3","","Lec","TR","1330-1445","MCM 216","Rader, Katherine","0","Closed",
"8409","POLS 317","2","Civil Rights and Liberties","3","","Lec","TR","1500-1615","MCM 216","Rader, Katherine","1","Open",
"8410","POLS 323","1","American Foreign Policy","3","","Lec","TR","1330-1445","MCM 114","Shelton, Crystal","0","Closed",
"8411","POLS 327","1","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1500-1615","MCM 162","Kirkpatrick, Andrew","0","Closed",
"8412","POLS 329","1","International Human Rights","3","","Lec","TR","0930-1045","MCM 262","Parente, Francesca","0","Closed",
"8413","POLS 329","2","International Human Rights","3","","Lec","TR","1100-1215","MCM 262","Parente, Francesca","0","Closed",
"8414","POLS 331","1","Democratization &amp; Dem Backsldn","3","","Lec","MW","1600-1715","MCM 310","Chouhoud, Youssef","0","Closed",
"8415","POLS 344","1","The Presidency","3","","Lec","TR","1100-1215","MCM 164","Camobreco, John","0","Closed",
"8416","POLS 344","2","The Presidency","3","","Lec","TR","1330-1445","MCM 164","Camobreco, John","0","Closed",
"8417","POLS 351","1","East/Centrl Euro Pol/Societies","3","","Lec","T","1800-2045","MCM 364","Hasanovic, Huso","3","Open",
"8418","POLS 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","1300-1350","LUTR 157","Shelton, Crystal","4","Open",
"8419","POLS 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","1400-1450","LUTR 157","Shelton, Crystal","1","Open",
"8420","POLS 354","1","Political Campaigns/Elections","3","","Lec","TR","1500-1615","MCM 114","Bromley-Trujillo, Rebecca","0","Closed",
"8421","POLS 359","1","American Political Thought","3","","Lec","MW","1600-1715","MCM 307","Lynerd, Benjamin","0","Closed",
"8422","POLS 371","1","WI: Public Policy &amp; Governance","3","  WI","Lec","W","1800-2045","MCM 212","Reiske, William","0","Closed",
"8423","POLS 381","1","Internationl Political Economy","3","","Lec","M","1800-2045","MCM 357","Sun, Taiyi","3","Open",
"8424","POLS 490","1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MWF","1100-1150","MCM 200B","Barnello, Michelle","0","Closed",
"8425","POLS 490","2","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","0930-1045","MCM 200B","Camobreco, John","0","Closed",
"8974","POLS 491","1","Political Science Internship","3","","Int","","","ARR ","Barnello, Michelle","8","Open",
